zone	region	ID
"Vallée du Fleuve Sénégal"	"St-Louis"	2290
"Vallée du Fleuve Sénégal"	"St-Louis"	2291
"Vallée du Fleuve Sénégal"	"St-Louis"	2292
"Vallée du Fleuve Sénégal"	"St-Louis"	2293
"Vallée du Fleuve Sénégal"	"St-Louis"	2294
"Vallée du Fleuve Sénégal"	"St-Louis"	2295
"Vallée du Fleuve Sénégal"	"St-Louis"	2296
"Vallée du Fleuve Sénégal"	"St-Louis"	2297
"Vallée du Fleuve Sénégal"	"St-Louis"	2298
"Vallée du Fleuve Sénégal"	"St-Louis"	2299
"Vallée du Fleuve Sénégal"	"St-Louis"	2300
"Vallée du Fleuve Sénégal"	"St-Louis"	2301
"Vallée du Fleuve Sénégal"	"St-Louis"	2302
"Vallée du Fleuve Sénégal"	"St-Louis"	2303
"Vallée du Fleuve Sénégal"	"St-Louis"	2304
"Vallée du Fleuve Sénégal"	"St-Louis"	2305
"Vallée du Fleuve Sénégal"	"St-Louis"	2306
"Vallée du Fleuve Sénégal"	"St-Louis"	2307
"Vallée du Fleuve Sénégal"	"St-Louis"	2308
"Vallée du Fleuve Sénégal"	"St-Louis"	2309
"Vallée du Fleuve Sénégal"	"St-Louis"	2310
"Vallée du Fleuve Sénégal"	"St-Louis"	2311
"Vallée du Fleuve Sénégal"	"St-Louis"	2312
"Vallée du Fleuve Sénégal"	"St-Louis"	2313
"Vallée du Fleuve Sénégal"	"St-Louis"	2314
"Vallée du Fleuve Sénégal"	"St-Louis"	2315
"Vallée du Fleuve Sénégal"	"St-Louis"	2316
"Vallée du Fleuve Sénégal"	"St-Louis"	2317
"Vallée du Fleuve Sénégal"	"St-Louis"	2318
"Vallée du Fleuve Sénégal"	"St-Louis"	2319
"Vallée du Fleuve Sénégal"	"St-Louis"	2320
"Vallée du Fleuve Sénégal"	"St-Louis"	2321
"Vallée du Fleuve Sénégal"	"St-Louis"	2322
"Vallée du Fleuve Sénégal"	"St-Louis"	2323
"Vallée du Fleuve Sénégal"	"St-Louis"	2324
"Vallée du Fleuve Sénégal"	"St-Louis"	2325
"Vallée du Fleuve Sénégal"	"St-Louis"	2326
"Vallée du Fleuve Sénégal"	"St-Louis"	2327
"Vallée du Fleuve Sénégal"	"St-Louis"	2328
"Vallée du Fleuve Sénégal"	"St-Louis"	2329
"Vallée du Fleuve Sénégal"	"St-Louis"	2330
"Vallée du Fleuve Sénégal"	"St-Louis"	2331
"Vallée du Fleuve Sénégal"	"St-Louis"	2332
"Vallée du Fleuve Sénégal"	"St-Louis"	2333
"Vallée du Fleuve Sénégal"	"St-Louis"	2334
"Vallée du Fleuve Sénégal"	"St-Louis"	2335
"Vallée du Fleuve Sénégal"	"St-Louis"	2336
"Vallée du Fleuve Sénégal"	"St-Louis"	2337
"Vallée du Fleuve Sénégal"	"St-Louis"	2338
"Vallée du Fleuve Sénégal"	"St-Louis"	2339
"Vallée du Fleuve Sénégal"	"St-Louis"	2340
"Vallée du Fleuve Sénégal"	"St-Louis"	2341
"Vallée du Fleuve Sénégal"	"St-Louis"	2342
"Vallée du Fleuve Sénégal"	"St-Louis"	2343
"Vallée du Fleuve Sénégal"	"St-Louis"	2344
"Vallée du Fleuve Sénégal"	"St-Louis"	2345
"Vallée du Fleuve Sénégal"	"St-Louis"	2346
"Vallée du Fleuve Sénégal"	"St-Louis"	2347
"Vallée du Fleuve Sénégal"	"St-Louis"	2348
"Vallée du Fleuve Sénégal"	"St-Louis"	2349
"Vallée du Fleuve Sénégal"	"St-Louis"	2350
"Vallée du Fleuve Sénégal"	"St-Louis"	2351
"Vallée du Fleuve Sénégal"	"St-Louis"	2352
"Vallée du Fleuve Sénégal"	"St-Louis"	2353
"Vallée du Fleuve Sénégal"	"St-Louis"	2354
"Vallée du Fleuve Sénégal"	"St-Louis"	2355
"Vallée du Fleuve Sénégal"	"St-Louis"	2356
"Vallée du Fleuve Sénégal"	"St-Louis"	2357
"Vallée du Fleuve Sénégal"	"St-Louis"	2358
"Vallée du Fleuve Sénégal"	"St-Louis"	2359
"Vallée du Fleuve Sénégal"	"St-Louis"	2360
"Vallée du Fleuve Sénégal"	"St-Louis"	2361
"Vallée du Fleuve Sénégal"	"St-Louis"	2362
"Vallée du Fleuve Sénégal"	"St-Louis"	2363
"Vallée du Fleuve Sénégal"	"St-Louis"	2364
"Vallée du Fleuve Sénégal"	"St-Louis"	2365
"Vallée du Fleuve Sénégal"	"St-Louis"	2366
"Vallée du Fleuve Sénégal"	"St-Louis"	2367
"Vallée du Fleuve Sénégal"	"St-Louis"	2368
"Vallée du Fleuve Sénégal"	"St-Louis"	2369
"Vallée du Fleuve Sénégal"	"St-Louis"	2370
"Vallée du Fleuve Sénégal"	"St-Louis"	2371
"Vallée du Fleuve Sénégal"	"St-Louis"	2372
"Vallée du Fleuve Sénégal"	"St-Louis"	2373
"Vallée du Fleuve Sénégal"	"St-Louis"	2374
"Vallée du Fleuve Sénégal"	"St-Louis"	2375
"Vallée du Fleuve Sénégal"	"St-Louis"	2376
"Vallée du Fleuve Sénégal"	"St-Louis"	2377
"Vallée du Fleuve Sénégal"	"St-Louis"	2378
"Vallée du Fleuve Sénégal"	"St-Louis"	2379
"Vallée du Fleuve Sénégal"	"St-Louis"	2380
"Vallée du Fleuve Sénégal"	"St-Louis"	2381
"Vallée du Fleuve Sénégal"	"St-Louis"	2382
"Vallée du Fleuve Sénégal"	"St-Louis"	2383
"Vallée du Fleuve Sénégal"	"St-Louis"	2384
"Vallée du Fleuve Sénégal"	"St-Louis"	2385
"Vallée du Fleuve Sénégal"	"St-Louis"	2386
"Vallée du Fleuve Sénégal"	"St-Louis"	2387
"Vallée du Fleuve Sénégal"	"St-Louis"	2388
"Vallée du Fleuve Sénégal"	"St-Louis"	2389
"Vallée du Fleuve Sénégal"	"St-Louis"	2390
"Vallée du Fleuve Sénégal"	"St-Louis"	2391
"Vallée du Fleuve Sénégal"	"St-Louis"	2392
"Vallée du Fleuve Sénégal"	"St-Louis"	2393
"Vallée du Fleuve Sénégal"	"St-Louis"	2394
"Vallée du Fleuve Sénégal"	"St-Louis"	2395
"Vallée du Fleuve Sénégal"	"St-Louis"	2396
"Vallée du Fleuve Sénégal"	"St-Louis"	2397
"Vallée du Fleuve Sénégal"	"St-Louis"	2398
"Vallée du Fleuve Sénégal"	"St-Louis"	2399
"Vallée du Fleuve Sénégal"	"St-Louis"	2400
"Vallée du Fleuve Sénégal"	"St-Louis"	2401
"Vallée du Fleuve Sénégal"	"St-Louis"	2402
"Vallée du Fleuve Sénégal"	"St-Louis"	2403
"Vallée du Fleuve Sénégal"	"St-Louis"	2404
"Vallée du Fleuve Sénégal"	"St-Louis"	2405
"Vallée du Fleuve Sénégal"	"St-Louis"	2406
"Vallée du Fleuve Sénégal"	"St-Louis"	2407
"Vallée du Fleuve Sénégal"	"St-Louis"	2408
"Vallée du Fleuve Sénégal"	"St-Louis"	2409
"Vallée du Fleuve Sénégal"	"St-Louis"	2410
"Vallée du Fleuve Sénégal"	"St-Louis"	2411
"Vallée du Fleuve Sénégal"	"St-Louis"	2412
"Vallée du Fleuve Sénégal"	"St-Louis"	2413
"Vallée du Fleuve Sénégal"	"St-Louis"	2414
"Vallée du Fleuve Sénégal"	"St-Louis"	2415
"Vallée du Fleuve Sénégal"	"St-Louis"	2416
"Vallée du Fleuve Sénégal"	"St-Louis"	2417
"Vallée du Fleuve Sénégal"	"St-Louis"	2418
"Vallée du Fleuve Sénégal"	"St-Louis"	2419
"Vallée du Fleuve Sénégal"	"St-Louis"	2420
"Vallée du Fleuve Sénégal"	"St-Louis"	2421
"Vallée du Fleuve Sénégal"	"St-Louis"	2422
"Vallée du Fleuve Sénégal"	"St-Louis"	2423
"Vallée du Fleuve Sénégal"	"St-Louis"	2424
"Vallée du Fleuve Sénégal"	"St-Louis"	2425
"Vallée du Fleuve Sénégal"	"St-Louis"	2426
"Vallée du Fleuve Sénégal"	"St-Louis"	2427
"Vallée du Fleuve Sénégal"	"St-Louis"	2428
"Vallée du Fleuve Sénégal"	"St-Louis"	2429
"Vallée du Fleuve Sénégal"	"St-Louis"	2430
"Vallée du Fleuve Sénégal"	"St-Louis"	2431
"Vallée du Fleuve Sénégal"	"St-Louis"	2432
"Vallée du Fleuve Sénégal"	"St-Louis"	2433
"Vallée du Fleuve Sénégal"	"St-Louis"	2434
"Vallée du Fleuve Sénégal"	"St-Louis"	2435
"Vallée du Fleuve Sénégal"	"St-Louis"	2436
"Vallée du Fleuve Sénégal"	"St-Louis"	2437
"Vallée du Fleuve Sénégal"	"St-Louis"	2438
"Bassin Arachidier"	"Kaolack"	2439
"Bassin Arachidier"	"Kaolack"	2440
"Bassin Arachidier"	"Kaolack"	2441
"Bassin Arachidier"	"Kaolack"	2442
"Bassin Arachidier"	"Kaolack"	2443
"Bassin Arachidier"	"Kaolack"	2444
"Bassin Arachidier"	"Kaolack"	2445
"Bassin Arachidier"	"Kaolack"	2446
"Bassin Arachidier"	"Kaolack"	2447
"Bassin Arachidier"	"Kaolack"	2448
"Bassin Arachidier"	"Kaolack"	2449
"Vallée du Fleuve Sénégal"	"St-Louis"	2450
"Bassin Arachidier"	"Kaolack"	2451
"Bassin Arachidier"	"Kaolack"	2452
"Bassin Arachidier"	"Kaolack"	2453
"Bassin Arachidier"	"Kaolack"	2454
"Bassin Arachidier"	"Kaolack"	2455
"Bassin Arachidier"	"Kaolack"	2456
"Bassin Arachidier"	"Kaolack"	2457
"Bassin Arachidier"	"Kaolack"	2458
"Bassin Arachidier"	"Kaolack"	2459
"Bassin Arachidier"	"Kaolack"	2460
"Bassin Arachidier"	"Kaolack"	2461
"Bassin Arachidier"	"Kaolack"	2462
"Bassin Arachidier"	"Kaolack"	2463
"Bassin Arachidier"	"Kaolack"	2464
"Bassin Arachidier"	"Kaolack"	2465
"Bassin Arachidier"	"Kaolack"	2466
"Bassin Arachidier"	"Kaolack"	2467
"Bassin Arachidier"	"Kaolack"	2468
"Bassin Arachidier"	"Kaolack"	2469
"Bassin Arachidier"	"Kaolack"	2470
"Bassin Arachidier"	"Kaolack"	2471
"Bassin Arachidier"	"Kaolack"	2472
"Bassin Arachidier"	"Kaolack"	2473
"Bassin Arachidier"	"Kaolack"	2474
"Bassin Arachidier"	"Kaolack"	2475
"Bassin Arachidier"	"Kaolack"	2476
"Bassin Arachidier"	"Kaolack"	2477
"Bassin Arachidier"	"Kaolack"	2478
"Bassin Arachidier"	"Kaolack"	2479
"Bassin Arachidier"	"Kaolack"	2480
"Bassin Arachidier"	"Kaolack"	2481
"Bassin Arachidier"	"Kaolack"	2482
"Bassin Arachidier"	"Kaolack"	2483
"Bassin Arachidier"	"Kaolack"	2484
"Bassin Arachidier"	"Kaolack"	2485
"Bassin Arachidier"	"Kaolack"	2486
"Vallée du Fleuve Sénégal"	"St-Louis"	2487
"Bassin Arachidier"	"Kaolack"	2488
"Bassin Arachidier"	"Kaolack"	2489
"Bassin Arachidier"	"Kaolack"	2490
"Bassin Arachidier"	"Kaolack"	2491
"Vallée du Fleuve Sénégal"	"St-Louis"	2492
"Bassin Arachidier"	"Kaolack"	2493
"Bassin Arachidier"	"Kaolack"	2494
"Bassin Arachidier"	"Kaolack"	2495
"Bassin Arachidier"	"Kaolack"	2496
"Bassin Arachidier"	"Kaolack"	2497
"Bassin Arachidier"	"Kaolack"	2498
"Bassin Arachidier"	"Kaolack"	2499
"Bassin Arachidier"	"Kaolack"	2500
"Bassin Arachidier"	"Kaolack"	2501
"Bassin Arachidier"	"Kaolack"	2502
"Bassin Arachidier"	"Kaolack"	2503
"Bassin Arachidier"	"Kaolack"	2504
"Bassin Arachidier"	"Kaolack"	2505
"Bassin Arachidier"	"Kaolack"	2506
"Bassin Arachidier"	"Kaolack"	2507
"Bassin Arachidier"	"Kaolack"	2508
"Bassin Arachidier"	"Kaolack"	2509
"Vallée du Fleuve Sénégal"	"St-Louis"	2510
"Bassin Arachidier"	"Kaolack"	2511
"Bassin Arachidier"	"Kaolack"	2512
"Bassin Arachidier"	"Kaolack"	2513
"Bassin Arachidier"	"Kaolack"	2514
"Vallée du Fleuve Sénégal"	"St-Louis"	2515
"Bassin Arachidier"	"Kaolack"	2516
"Bassin Arachidier"	"Kaolack"	2517
"Bassin Arachidier"	"Kaolack"	2518
"Bassin Arachidier"	"Kaolack"	2519
"Bassin Arachidier"	"Kaolack"	2520
"Bassin Arachidier"	"Kaolack"	2521
"Bassin Arachidier"	"Kaolack"	2522
"Bassin Arachidier"	"Kaolack"	2523
"Vallée du Fleuve Sénégal"	"St-Louis"	2524
"Bassin Arachidier"	"Kaolack"	2525
"Bassin Arachidier"	"Kaolack"	2526
"Bassin Arachidier"	"Kaolack"	2527
"Bassin Arachidier"	"Kaolack"	2528
"Bassin Arachidier"	"Kaolack"	2529
"Bassin Arachidier"	"Kaolack"	2530
"Vallée du Fleuve Sénégal"	"St-Louis"	2531
"Bassin Arachidier"	"Kaolack"	2532
"Bassin Arachidier"	"Kaolack"	2533
"Bassin Arachidier"	"Kaolack"	2534
"Vallée du Fleuve Sénégal"	"St-Louis"	2535
"Bassin Arachidier"	"Kaolack"	2536
"Bassin Arachidier"	"Kaolack"	2537
"Bassin Arachidier"	"Kaolack"	2538
"Bassin Arachidier"	"Kaolack"	2539
"Bassin Arachidier"	"Kaolack"	2540
"Bassin Arachidier"	"Kaolack"	2541
"Vallée du Fleuve Sénégal"	"St-Louis"	2542
"Bassin Arachidier"	"Kaolack"	2543
"Bassin Arachidier"	"Kaolack"	2544
"Bassin Arachidier"	"Kaolack"	2545
"Bassin Arachidier"	"Kaolack"	2546
"Bassin Arachidier"	"Kaolack"	2547
"Bassin Arachidier"	"Kaolack"	2548
"Bassin Arachidier"	"Kaolack"	2549
"Bassin Arachidier"	"Kaolack"	2550
"Bassin Arachidier"	"Kaolack"	2551
"Vallée du Fleuve Sénégal"	"St-Louis"	2552
"Bassin Arachidier"	"Kaolack"	2553
"Bassin Arachidier"	"Kaolack"	2554
"Bassin Arachidier"	"Kaolack"	2555
"Bassin Arachidier"	"Kaolack"	2556
"Vallée du Fleuve Sénégal"	"St-Louis"	2557
"Bassin Arachidier"	"Kaolack"	2558
"Bassin Arachidier"	"Kaolack"	2559
"Bassin Arachidier"	"Kaolack"	2560
"Bassin Arachidier"	"Kaolack"	2561
"Bassin Arachidier"	"Kaolack"	2562
"Bassin Arachidier"	"Kaolack"	2563
"Bassin Arachidier"	"Kaolack"	2564
"Bassin Arachidier"	"Kaolack"	2565
"Bassin Arachidier"	"Kaolack"	2566
"Bassin Arachidier"	"Kaolack"	2567
"Bassin Arachidier"	"Kaolack"	2568
"Bassin Arachidier"	"Kaolack"	2569
"Vallée du Fleuve Sénégal"	"St-Louis"	2570
"Bassin Arachidier"	"Kaolack"	2571
"Bassin Arachidier"	"Kaolack"	2572
"Bassin Arachidier"	"Kaolack"	2573
"Bassin Arachidier"	"Kaolack"	2574
"Bassin Arachidier"	"Kaolack"	2575
"Bassin Arachidier"	"Kaolack"	2576
"Bassin Arachidier"	"Kaolack"	2577
"Bassin Arachidier"	"Kaolack"	2578
"Bassin Arachidier"	"Kaolack"	2579
"Bassin Arachidier"	"Kaolack"	2580
"Bassin Arachidier"	"Kaolack"	2581
"Bassin Arachidier"	"Kaolack"	2582
"Bassin Arachidier"	"Kaolack"	2583
"Bassin Arachidier"	"Kaolack"	2584
"Bassin Arachidier"	"Kaolack"	2585
"Bassin Arachidier"	"Kaolack"	2586
"Bassin Arachidier"	"Kaolack"	2587
"Bassin Arachidier"	"Fatick"	2588
"Bassin Arachidier"	"Fatick"	2589
"Bassin Arachidier"	"Fatick"	2590
"Bassin Arachidier"	"Fatick"	2591
"Bassin Arachidier"	"Fatick"	2592
"Bassin Arachidier"	"Fatick"	2593
"Bassin Arachidier"	"Fatick"	2594
"Bassin Arachidier"	"Fatick"	2595
"Vallée du Fleuve Sénégal"	"St-Louis"	2596
"Bassin Arachidier"	"Fatick"	2597
"Bassin Arachidier"	"Fatick"	2598
"Bassin Arachidier"	"Fatick"	2599
"Bassin Arachidier"	"Fatick"	2600
"Bassin Arachidier"	"Fatick"	2601
"Vallée du Fleuve Sénégal"	"St-Louis"	2602
"Bassin Arachidier"	"Fatick"	2603
"Bassin Arachidier"	"Fatick"	2604
"Bassin Arachidier"	"Fatick"	2605
"Bassin Arachidier"	"Fatick"	2606
"Bassin Arachidier"	"Fatick"	2607
"Bassin Arachidier"	"Fatick"	2608
"Vallée du Fleuve Sénégal"	"St-Louis"	2609
"Bassin Arachidier"	"Fatick"	2610
"Bassin Arachidier"	"Fatick"	2611
"Bassin Arachidier"	"Fatick"	2612
"Bassin Arachidier"	"Fatick"	2613
"Bassin Arachidier"	"Fatick"	2614
"Vallée du Fleuve Sénégal"	"St-Louis"	2615
"Bassin Arachidier"	"Fatick"	2616
"Bassin Arachidier"	"Fatick"	2617
"Bassin Arachidier"	"Fatick"	2618
"Bassin Arachidier"	"Fatick"	2619
"Bassin Arachidier"	"Fatick"	2620
"Bassin Arachidier"	"Fatick"	2621
"Vallée du Fleuve Sénégal"	"St-Louis"	2622
"Bassin Arachidier"	"Fatick"	2623
"Bassin Arachidier"	"Fatick"	2624
"Bassin Arachidier"	"Fatick"	2625
"Vallée du Fleuve Sénégal"	"St-Louis"	2626
"Bassin Arachidier"	"Fatick"	2627
"Bassin Arachidier"	"Fatick"	2628
"Bassin Arachidier"	"Fatick"	2629
"Bassin Arachidier"	"Fatick"	2630
"Bassin Arachidier"	"Fatick"	2631
"Vallée du Fleuve Sénégal"	"St-Louis"	2632
"Bassin Arachidier"	"Fatick"	2633
"Bassin Arachidier"	"Fatick"	2634
"Bassin Arachidier"	"Fatick"	2635
"Bassin Arachidier"	"Fatick"	2636
"Bassin Arachidier"	"Fatick"	2637
"Vallée du Fleuve Sénégal"	"St-Louis"	2638
"Bassin Arachidier"	"Fatick"	2639
"Bassin Arachidier"	"Fatick"	2640
"Bassin Arachidier"	"Fatick"	2641
"Bassin Arachidier"	"Fatick"	2642
"Bassin Arachidier"	"Fatick"	2643
"Vallée du Fleuve Sénégal"	"St-Louis"	2644
"Bassin Arachidier"	"Fatick"	2645
"Bassin Arachidier"	"Fatick"	2646
"Bassin Arachidier"	"Fatick"	2647
"Vallée du Fleuve Sénégal"	"St-Louis"	2648
"Bassin Arachidier"	"Fatick"	2649
"Bassin Arachidier"	"Fatick"	2650
"Bassin Arachidier"	"Fatick"	2651
"Bassin Arachidier"	"Fatick"	2652
"Bassin Arachidier"	"Fatick"	2653
"Bassin Arachidier"	"Fatick"	2654
"Bassin Arachidier"	"Fatick"	2655
"Bassin Arachidier"	"Fatick"	2656
"Bassin Arachidier"	"Fatick"	2657
"Bassin Arachidier"	"Fatick"	2658
"Bassin Arachidier"	"Fatick"	2659
"Bassin Arachidier"	"Fatick"	2660
"Bassin Arachidier"	"Fatick"	2661
"Bassin Arachidier"	"Fatick"	2662
"Bassin Arachidier"	"Fatick"	2663
"Bassin Arachidier"	"Fatick"	2664
"Bassin Arachidier"	"Fatick"	2665
"Bassin Arachidier"	"Fatick"	2666
"Bassin Arachidier"	"Fatick"	2667
"Bassin Arachidier"	"Fatick"	2668
"Vallée du Fleuve Sénégal"	"St-Louis"	2669
"Bassin Arachidier"	"Fatick"	2670
"Bassin Arachidier"	"Fatick"	2671
"Bassin Arachidier"	"Fatick"	2672
"Bassin Arachidier"	"Fatick"	2673
"Bassin Arachidier"	"Fatick"	2674
"Bassin Arachidier"	"Fatick"	2675
"Bassin Arachidier"	"Fatick"	2676
"Vallée du Fleuve Sénégal"	"St-Louis"	2677
"Bassin Arachidier"	"Fatick"	2678
"Bassin Arachidier"	"Fatick"	2679
"Bassin Arachidier"	"Fatick"	2680
"Bassin Arachidier"	"Fatick"	2681
"Bassin Arachidier"	"Fatick"	2682
"Niayes"	"Fatick"	2683
"Bassin Arachidier"	"Fatick"	2684
"Vallée du Fleuve Sénégal"	"St-Louis"	2685
"Bassin Arachidier"	"Fatick"	2686
"Bassin Arachidier"	"Fatick"	2687
"Vallée du Fleuve Sénégal"	"St-Louis"	2688
"Vallée du Fleuve Sénégal"	"St-Louis"	2689
"Vallée du Fleuve Sénégal"	"St-Louis"	2690
"Vallée du Fleuve Sénégal"	"St-Louis"	2691
"Vallée du Fleuve Sénégal"	"St-Louis"	2692
"Vallée du Fleuve Sénégal"	"St-Louis"	2693
"Vallée du Fleuve Sénégal"	"St-Louis"	2694
"Bassin Arachidier"	"Fatick"	2695
"Bassin Arachidier"	"Fatick"	2696
"Bassin Arachidier"	"Fatick"	2697
"Vallée du Fleuve Sénégal"	"St-Louis"	2698
"Bassin Arachidier"	"Fatick"	2699
"Vallée du Fleuve Sénégal"	"St-Louis"	2700
"Vallée du Fleuve Sénégal"	"St-Louis"	2701
"Vallée du Fleuve Sénégal"	"St-Louis"	2702
"Vallée du Fleuve Sénégal"	"St-Louis"	2703
"Vallée du Fleuve Sénégal"	"St-Louis"	2704
"Vallée du Fleuve Sénégal"	"St-Louis"	2705
"Vallée du Fleuve Sénégal"	"St-Louis"	2706
"Vallée du Fleuve Sénégal"	"St-Louis"	2707
"Vallée du Fleuve Sénégal"	"St-Louis"	2708
"Vallée du Fleuve Sénégal"	"St-Louis"	2709
"Bassin Arachidier"	"Kaffrine"	2710
"Bassin Arachidier"	"Kaffrine"	2711
"Bassin Arachidier"	"Kaffrine"	2712
"Bassin Arachidier"	"Kaffrine"	2713
"Bassin Arachidier"	"Kaffrine"	2714
"Bassin Arachidier"	"Kaffrine"	2715
"Bassin Arachidier"	"Kaffrine"	2716
"Bassin Arachidier"	"Kaffrine"	2717
"Bassin Arachidier"	"Kaffrine"	2718
"Bassin Arachidier"	"Kaffrine"	2719
"Bassin Arachidier"	"Kaffrine"	2720
"Bassin Arachidier"	"Kaffrine"	2721
"Bassin Arachidier"	"Kaffrine"	2722
"Bassin Arachidier"	"Kaffrine"	2723
"Bassin Arachidier"	"Kaffrine"	2724
"Bassin Arachidier"	"Kaffrine"	2725
"Bassin Arachidier"	"Kaffrine"	2726
"Bassin Arachidier"	"Kaffrine"	2727
"Bassin Arachidier"	"Kaffrine"	2728
"Bassin Arachidier"	"Kaffrine"	2729
"Bassin Arachidier"	"Kaffrine"	2730
"Bassin Arachidier"	"Kaffrine"	2731
"Bassin Arachidier"	"Kaffrine"	2732
"Bassin Arachidier"	"Kaffrine"	2733
"Bassin Arachidier"	"Kaffrine"	2734
"Bassin Arachidier"	"Kaffrine"	2735
"Bassin Arachidier"	"Kaffrine"	2736
"Bassin Arachidier"	"Kaffrine"	2737
"Bassin Arachidier"	"Kaffrine"	2738
"Bassin Arachidier"	"Kaffrine"	2739
"Bassin Arachidier"	"Kaffrine"	2740
"Bassin Arachidier"	"Kaffrine"	2741
"Bassin Arachidier"	"Kaffrine"	2742
"Bassin Arachidier"	"Kaffrine"	2743
"Bassin Arachidier"	"Kaffrine"	2744
"Bassin Arachidier"	"Kaffrine"	2745
"Bassin Arachidier"	"Kaffrine"	2746
"Bassin Arachidier"	"Kaffrine"	2747
"Bassin Arachidier"	"Kaffrine"	2748
"Bassin Arachidier"	"Kaffrine"	2749
"Bassin Arachidier"	"Kaffrine"	2750
"Bassin Arachidier"	"Kaffrine"	2751
"Bassin Arachidier"	"Kaffrine"	2752
"Bassin Arachidier"	"Kaffrine"	2753
"Bassin Arachidier"	"Kaffrine"	2754
"Bassin Arachidier"	"Kaffrine"	2755
"Bassin Arachidier"	"Kaffrine"	2756
"Bassin Arachidier"	"Kaffrine"	2757
"Bassin Arachidier"	"Kaffrine"	2758
"Bassin Arachidier"	"Kaffrine"	2759
"Bassin Arachidier"	"Kaffrine"	2760
"Bassin Arachidier"	"Kaffrine"	2761
"Bassin Arachidier"	"Kaffrine"	2762
"Bassin Arachidier"	"Kaffrine"	2763
"Bassin Arachidier"	"Kaffrine"	2764
"Bassin Arachidier"	"Kaffrine"	2765
"Bassin Arachidier"	"Kaffrine"	2766
"Bassin Arachidier"	"Kaffrine"	2767
"Bassin Arachidier"	"Kaffrine"	2768
"Bassin Arachidier"	"Kaffrine"	2769
"Bassin Arachidier"	"Kaffrine"	2770
"Bassin Arachidier"	"Kaffrine"	2771
"Bassin Arachidier"	"Kaffrine"	2772
"Bassin Arachidier"	"Kaffrine"	2773
"Bassin Arachidier"	"Kaffrine"	2774
"Bassin Arachidier"	"Kaffrine"	2775
"Bassin Arachidier"	"Kaffrine"	2776
"Bassin Arachidier"	"Kaffrine"	2777
"Bassin Arachidier"	"Kaffrine"	2778
"Bassin Arachidier"	"Kaffrine"	2779
"Bassin Arachidier"	"Kaffrine"	2780
"Bassin Arachidier"	"Kaffrine"	2781
"Bassin Arachidier"	"Kaffrine"	2782
"Bassin Arachidier"	"Kaffrine"	2783
"Bassin Arachidier"	"Kaffrine"	2784
"Bassin Arachidier"	"Kaffrine"	2785
"Bassin Arachidier"	"Kaffrine"	2786
"Bassin Arachidier"	"Kaffrine"	2787
"Bassin Arachidier"	"Kaffrine"	2788
"Bassin Arachidier"	"Kaffrine"	2789
"Bassin Arachidier"	"Kaffrine"	2790
"Bassin Arachidier"	"Kaffrine"	2791
"Bassin Arachidier"	"Kaffrine"	2792
"Bassin Arachidier"	"Kaffrine"	2793
"Bassin Arachidier"	"Kaffrine"	2794
"Bassin Arachidier"	"Kaffrine"	2795
"Bassin Arachidier"	"Kaffrine"	2796
"Bassin Arachidier"	"Kaffrine"	2797
"Bassin Arachidier"	"Kaffrine"	2798
"Bassin Arachidier"	"Kaffrine"	2799
"Bassin Arachidier"	"Kaffrine"	2800
"Bassin Arachidier"	"Kaffrine"	2801
"Bassin Arachidier"	"Kaffrine"	2802
"Bassin Arachidier"	"Kaffrine"	2803
"Bassin Arachidier"	"Kaffrine"	2804
"Bassin Arachidier"	"Kaffrine"	2805
"Bassin Arachidier"	"Kaffrine"	2806
"Bassin Arachidier"	"Kaffrine"	2807
"Bassin Arachidier"	"Kaffrine"	2808
"Bassin Arachidier"	"Kaffrine"	2809
"Bassin Arachidier"	"Kaffrine"	2810
"Bassin Arachidier"	"Kaffrine"	2811
"Bassin Arachidier"	"Kaffrine"	2812
"Bassin Arachidier"	"Kaffrine"	2813
"Bassin Arachidier"	"Kaffrine"	2814
"Bassin Arachidier"	"Kaffrine"	2815
"Niayes"	"Thiès"	2816
"Niayes"	"Thiès"	2817
"Niayes"	"Thiès"	2818
"Niayes"	"Thiès"	2819
"Niayes"	"Thiès"	2820
"Niayes"	"Thiès"	2821
"Niayes"	"Thiès"	2822
"Niayes"	"Thiès"	2823
"Niayes"	"Thiès"	2824
"Niayes"	"Thiès"	2825
"Niayes"	"Thiès"	2826
"Niayes"	"Thiès"	2827
"Niayes"	"Thiès"	2828
"Niayes"	"Thiès"	2829
"Niayes"	"Thiès"	2830
"Niayes"	"Thiès"	2831
"Niayes"	"Thiès"	2832
"Niayes"	"Thiès"	2833
"Niayes"	"Thiès"	2834
"Niayes"	"Thiès"	2835
"Niayes"	"Thiès"	2836
"Niayes"	"Thiès"	2837
"Niayes"	"Thiès"	2838
"Niayes"	"Thiès"	2839
"Niayes"	"Thiès"	2840
"Niayes"	"Thiès"	2841
"Niayes"	"Thiès"	2842
"Niayes"	"Thiès"	2843
"Niayes"	"Thiès"	2844
"Niayes"	"Thiès"	2845
"Niayes"	"Thiès"	2846
"Niayes"	"Thiès"	2847
"Niayes"	"Thiès"	2848
"Niayes"	"Thiès"	2849
"Niayes"	"Thiès"	2850
"Niayes"	"Thiès"	2851
"Niayes"	"Thiès"	2852
"Niayes"	"Thiès"	2853
"Niayes"	"Thiès"	2854
"Niayes"	"Thiès"	2855
"Niayes"	"Thiès"	2856
"Niayes"	"Thiès"	2857
"Niayes"	"Thiès"	2858
